1966390,1316804 858653 1396196 1011582 32386
2064695,196258 722811 1591002 1371058 223547
1966388,321252 55490 3621 695340 288834
1966389,15170 38948 117509 98532 102116
1966386,90177 188384 256913 320807 34996
1966387,631480 3874 148192 631630 187050
2064688,130370 714110 8053 425296 79718
1949996,497094 126640 944188 1042026 211301
1966380,424150 1856445 745513 662750 1133941
2064682,867021 594472 460758 732813 960409
2031907,1348436 1348437 56644 15462 1588879
2064674,484071 617258 289235 484190 400941
2064673,1773562 1416951 1773561 157045 1081591
1949986,770074 226048 573278 1036856 158613
1966369,289892 140995 369236 241 268577
1950044,814009 1397123 1861626 1664017 732531
2064734,1741305 426885 22596 1603100 384876
1950047,1391220 235346 812493 895642 1781692
2064733,215171 256337 320534 365894 455152
2064726,946270 825240 882057 586303 617761
2064716,1015439 209904 520308 520275 1530270
2064714,1849005 1815353 848426 240980 1430957
2064712,366422 8180 1069493 1373217 889336
2064709,906957 1772138 411428 815400 1774220
1950077,581448 63697 1826168 252608 1272214
2015615,31793 131555 32883 870 56647
1950079,27491 1281831 43864 73033 128027
1950078,740395 817596 815821 747882 741071
2015613,103777 967375 1707131 16819 523379
2064761,127941 9924 82324 126471 68091
2064759,812716 939215 1215239 546801 1591637
1950068,156706 70081 365333 410276 252608
2064758,427735 880012 832399 1850959 427778
1950065,77841 504134 1272160 564572 1111193
2064743,1591464 846509 1777209 1000301 846510
2015645,1627640 1506052 1228086 1129335 1128822
2015632,981709 507410 1334243 479182 1749523
1950093,1552775 209778 177728 182423 1949205
1950092,1285715 288821 586139 532315 121877
1950094,426454 68656 25425 91219 291584
1950089,369236 1204288 490978 278477 827687
2064779,1896716 102145 991230 369236 291142
2015627,427206 192883 534361 287333 187216
2064778,57248 13169 65875 51908 13093
2015623,903981 1495510 966719 1495412 883982
2064773,1585676 1635006 1082246 1483233 1453569
1950086,427542 294853 718635 553741 387075
2015621,893151 1445732 812799 1068533 1740333
1950083,863677 1163457 1857304 1859337 1861001
2015658,572872 430215 414661 770398 116388
2015652,64352 46930 158977 204272 72631
2015650,907997 863164 864895 239745 863160
1950114,273172 269713 716095 227158 702748
2015649,347237 1154784 1098373 54181 512159
1950173,26579 28404 26229 44997 416944
1950170,10257 137571 117475 146513 16600
2032127,1749354 317860 1629962 375265 9190
2032126,622185 1339089 1152678 1855147 517759
1950201,329349 369236 1837486 1756137 235686
1999355,412934 65941 127621 1847722 189620
1999350,201907 257634 401175 973563 1047335
1950196,24864 51697 47618 407701 1461779
2032117,199491 1314708 574601 957327 833832
1950194,264261 805887 811391 316800 269281
2015724,910892 865385 840729 1769901 890586
1950226,880685 772683 769355 261139 786062
1950220,288916 286229 289222 55140 65988
1950223,357620 28036 219847 190581 116185
1999372,993775 33264 69313 146466 164336
2015756,415574 196947 132416 73892 207717
1950222,1025231 796780 299957 797738 594497
1999373,1759336 185201 1070131 995610 977528
2015754,1449175 963135 770879 1643196 1695487
1999371,575176 269796 983375 325269 335719
1950219,288916 50912 60401 289222 285191
1999368,402119 728970 768584 623964 415104
2015750,1209203 1127827 960396 843887 1092326
2015751,813070 1695421 1452435 1278758 1074983
1999361,135010 120705 5169 152195 143040
2015804,1060752 1599656 1200323 1404113 63780
2015778,571880 432102 718315 327846 815039
2015779,741071 1913416 1484291 1270677 816170
2032222,829020 275492 713048 245745 574187
2032221,66769 212064 1252 612124 226009
1950274,1495351 992540 1495413 1156149 1264133
2032235,608792 573596 609567 740579 912037
2015846,725866 1480660 1734088 438116 437026
2048701,241715 294885 230818 230881 423685
1999580,33827 38068 96900 28599 99755
1999581,124482 704444 549394 657392 703409
1999559,20272 214 4743 103 319021
1966975,1597289 1899199 487540 1495262 1040086
1966972,831180 374948 846671 784655 354097
2032525,438754 50358 109547 65114 257369
1966989,874989 443463 874988 864412 765449
1966986,1726554 1726504 1265424 2016491 1068533
2032516,977775 209185 86723 181296 1124370
1966979,199491 420054 110563 283712 92533
1967039,412934 1711288 1609755 1557696 70233
1967025,95651 1698411 1042330 235941 1429314
1967020,137073 143345 136378 140138 29737
1967011,604697 290448 319794 604703 7575
2032604,1114499 992861 1064819 1239588 913787
2032602,1944460 1145394 1596140 737759 1576446
1967060,519990 98471 144132 151316 520129
1967051,601049 1819642 601181 467970 785891
2032584,642985 879565 268722 772018 1118395
2032580,1617177 1778538 258962 398919 1565477
1967043,283781 315184 681407 334979 337427
2032636,1059520 795277 1152115 1790393 29939
2032630,368181 5632 81971 107479 51304
1967088,1344885 1008106 1251718 853688 746865
2032625,5632 995823 719371 179142 180646
1967086,854813 793805 248721 664713 449074
2032617,123584 170433 196976 627389 198965
2032616,837389 898140 1722488 1095731 665375
1967077,1378213 247890 289942 219840 592108
2049055,6738 216880 1473714 26228 15446
2032668,607993 309540 296352 374273 437634
2049046,1297347 950270 832652 1760826 195361
2032660,1333447 1131703 1153302 823700 335725
2049043,121728 625176 625112 625115 592218
2049040,493510 344568 349208 931245 1436853
2032653,333221 378180 482517 488370 720479
2049029,1164848 400615 350452 1066674 321910
2049028,1326454 402388 1447234 1777085 1591230
2049027,1738043 1073106 1777256 986620 936408
2049074,283092 1269697 660846 1731199 1346833
2032676,399654 43426 543339 145222 289057
2049094,1596440 1481748 6578 720745 416597
2049088,85233 85232 20019 11845 19256
2049147,194083 150912 471394 487746 1084118
2049145,426854 382321 476065 1754173 300755
2049142,456103 363447 203479 583917 293473
2049140,1665099 887593 1063748 1719231 1253077
2049123,816332 1075875 1026855 881460 757953
2049170,1222482 1837197 5185 23669 407891
2049166,1867852 86493 90770 101955 145228
2032831,176082 670312 251248 670313 160838
2032829,207440 197783 245719 265873 254907
2049206,727707 1857516 545674 859721 1857688
2049205,585417 1584521 828671 244055 20373
2049202,1400836 1559238 1302802 1204678 1457712
1934557,164771 107715 55490 152934 264706
2032860,687994 532601 341927 314935 316798
1934555,506784 236779 550049 1863111 256856
2032855,813836 866684 847055 1071494 836548
1934551,466215 82768 369236 546650 466706
2032848,424246 60576 234978 114736 220288
2032840,1921 1733896 75780 1541168 68278
2032839,1114497 160 701355 1508788 1594268
2049218,574202 295351 205255 187271 574206
2032893,80804 1270053 3430 93160 1250153
1934590,277796 319542 701832 224999 947483
2032892,604697 346820 603821 320273 23639
1934577,193314 829599 11396 1373761 829563
1934576,569546 1349042 19974 1222245 1893108
1934568,1480678 1001279 220706 813966 1227601
2049257,101552 101943 82823 548112 857393
1934564,180001 475891 532908 340176 423248
1934619,312180 1787391 74804 1151654 165256
1934618,430854 105106 1023596 1789262 1790125
1934615,693176 156736 834308 748641 380351
1934609,252129 1298272 87156 1119911 379651
1934608,1800267 281556 715615 323938 856762
2032913,976748 1272086 1108486 1223220 979844
2032903,177223 398880 224645 1838250 586224
2032900,42976 868462 1274992 1305515 1271963
2032897,678026 801308 383492 237696 1896952
1967421,865612 1830106 360838 1236695 1769747
2049338,18528 216163 682267 252177 380294
1967414,1772138 346977 796043 727011 414174
1934641,117843 1358454 1662508 949544 1563136
2049329,1116163 557293 227526 208708 560640
2032944,1217122 1585244 465057 1305397 1305620
2049328,80192 173200 29573 105972 149140
2049320,1521735 1078065 50801 408343 18391
2049317,742218 1084593 1084594 1310448 823311
2049314,1338613 939919 995021 1022764 99686
2049312,1292560 1472195 939848 939897 1472110
2032990,564264 730984 25492 1002 17563
1934687,58160 544074 194976 613777 289133
2032988,181715 21634 516 76261 107845
2032983,147331 644042 626012 1163655 1236154
2032982,46080 49488 58688 69666 407891
2032976,1722426 1725994 1738875 1416180 279120
1934667,1299938 237668 170266 61097 86440
2032969,84513 527016 703227 445703 435140
2032962,544776 1275074 752746 1300982 342829
2033023,95653 330769 58150 290830 278831
2049406,574152 841693 1872991 228992 323569
1967484,1260819 1000301 1345702 1578378 1401040
1967483,449588 42994 998777 431854 252171
2049391,10256 34291 6724 736606 6725
2049388,24112 935262 75120 261953 101988
1934696,1295059 1912591 226983 1312498 1375970
2033002,268069 876076 450245 169777 360691
1934689,65872 14242 84418 491634 128663
2033050,333797 449508 1271905 458373 266215
1967512,276884 1714264 1517716 1036747 1535266
2033044,1854957 378353 724237 115608 561874
2033038,892957 1428436 1169957 854488 1828510
2033037,879405 1127266 716892 919561 961222
2033034,165603 464134 288821 144596 169012
2033033,420134 630984 1275346 275360 329569
2049417,1000301 209745 428133 1531875 1421072
2033032,739899 479973 181254 483315 883865
2033031,721163 1858012 714763 1857902 633629
2049415,739147 739403 959119 754458 996746
2033026,243728 167633 424997 114994 1499573
2049410,422182 137446 295904 333489 156278
2033024,462919 458583 720185 461923 527180
2033085,780874 792270 952616 342659 724237
1967545,179089 300231 475763 1531473 24918
2033078,616105 268069 829007 269218 1042825
1967541,198242 91939 144864 416371 2933
1967536,335734 171734 187204 300941 320030
1967535,539786 603450 900409 622047 105433
2033064,40800 165042 66480 61635 106245
2033060,80995 572922 310560 310561 269522
1967523,369349 196770 163344 1533953 60358
1967521,1280 1883341 17203 5380 15333
2033104,276516 269221 1860941 865331 900179
2033099,446726 169026 723241 105666 272544
2033095,191603 1159667 328374 451123 833065
1967556,36672 996350 501654 765449 683389
2033092,812350 983901 464466 770846 855563
1967555,1781291 571612 571613 212710 221734
2033089,1386630 528363 192630 466205 297326
1918461,988191 230082 104548 943385 318364
1967615,878860 67552 1758827 994077 18484
2049523,1925789 1860604 190727 1091814 1782114
2033137,1097440 328532 1704505 169809 232677
1967596,398071 341671 359079 322695 460100
1967593,113569 592824 106915 553180 718639
2033126,262550 6787 213952 101650 310832
2033123,39186 230993 722904 1085668 178518
2049567,1469095 1441216 1472368 1061686 975401
2049566,85728 136833 404085 174038 32599
1918495,871388 813822 453539 349475 871387
1967629,1289299 17249 54179 341408 529664
1918473,251938 1203120 1644045 1865272 1746658
1918471,1096866 947660 1861518 1941230 1659837
2033154,6659 1650653 283219 1478833 124601
1918467,288485 56258 289270 58243 47721
2049599,302294 236017 259904 172470 695870
2033210,220707 146515 420117 245846 283169
2033209,1650569 488725 528156 152934 1443411
1967671,64833 73488 63428 5893 16037
2033203,1285427 615117 317793 224011 641681
1967667,243299 3987 39028 484977 48007
2033202,1047292 1384224 1355297 1183156 1131176
1918499,355879 279825 765086 590881 1373181
1967648,1161347 800191 983936 1038964 1126391
2033242,28480 74993 81811 29460 83733
2033241,369236 129987 155830 128629 208043
2033239,1053489 1053473 1218720 427522 1127556
2049623,334503 247009 179841 201030 213525
2033228,1788378 800191 1784926 1776222 1784781
1967686,34385 148097 107509 109527 177178
2049607,908909 1876766 65090 1524307 288289
1967687,397940 132662 246727 1385633 304402
1967685,99475 83139 47154 119506 382854
2033277,5840 1906 2290 1059 564828
2033272,1481652 939341 1272272 1913289 1470643
2033270,1211696 1292528 879598 1925641 411762
1967717,113632 109605 257366 257365 102534
2033251,101922 289287 338753 1925306 390685
1967713,593273 236002 97475 327264 81972
2049694,376037 258498 259602 665564 274098
1918617,1875276 1787946 334855 1472738 1168631
2049687,1851000 401171 867032 1809996 718307
1918615,767706 1788377 61060 558381 1159524
2049685,790040 536877 321553 978633 188026
1918608,236915 3873 1837630 233856 1040586
2033294,811613 478054 1714121 1542707 240262
1967754,737355 660011 280853 479782 287463
1918600,281556 309444 309430 1963897 281537
2033290,1136353 1398245 1665000 1526851 1665020
1918602,602057 318976 836136 598700 13546
1918597,825661 1728174 504161 825658 1720925
2033283,1084419 181622 271105 806986 636350
2049665,65505 332496 932203 888539 590846
2033280,411554 86949 479938 116071 277347
2033339,291607 59512 94552 52826 54906
2049720,366932 90835 215799 550686 786539
1967798,1376021 1136800 1005597 766472 344930
2033335,134275 30646 84743 278573 593200
1967788,1560358 1641944 1117043 1919823 1598414
1967780,333703 885038 235072 251942 394508
2033317,344740 296534 817838 95730 242790
1967776,305782 511636 114709 86949 307265
1967838,437318 438210 472050 1863273 319666
2049759,627384 369236 485845 443716 445218
2033371,1449747 1449744 1183413 350925 640209
2033355,765419 480119 189891 390132 480821
2033353,1535767 1127539 1068002 963149 1068003
2049735,183890 157392 70370 296448 100788
2049731,335264 398275 68468 72327 313154
1967811,314933 811278 869608 220709 1040664
2033346,1589944 963167 1038702 1026797 1311671
1967863,843740 1411876 1265058 815902 1275623
1967850,1512629 93250 443858 1074213 905498
2049771,1143504 754 24691 688015 38102
2049770,713402 1137200 1297319 931435 783182
2033379,27314 338337 3942 209637 307667
2033378,892620 1781976 1029212 915483 1768396
1967840,262096 298183 340897 232647 280850
1967841,432326 388100 157904 1048997 34550
1918749,109841 161746 137827 2835 570380
1918741,2087951 306789 46258 2090237 1165685
1918742,306823 649244 314141 1799968 1124749
1918738,122529 29905 350359 256273 303985
1967881,109027 853647 316519 262112 28661
2033471,1026637 292871 708590 463311 1784834
1918777,324725 55427 584000 584336 94712
2033467,1566327 1026333 889736 892954 893300
2033463,44400 1429108 102944 87667 74534
1918761,1219650 198864 1220561 751327 939338
1918762,1787977 1862622 10178 1860031 1579422
1918759,1050800 1962831 1738141 1885204 1383900
1967966,635689 1339137 1819901 1234261 643698
2033498,113968 17494 16839 37528 127976
2049879,1017502 1022190 942300 1015594 414174
2033492,37046 25159 1898 19674 315
2049876,979694 131554 286468 202146 1937513
2033491,620009 3617 286103 15652 317985
2049874,51408 231922 47793 13522 182276
2033489,19632 47314 489316 372689 56662
2033486,411622 1281 289270 289335 55317
2033483,614056 341590 760831 249158 18774
2033482,138978 347062 621098 211318 200261
1918843,45490 7667 42708 42740 172516
1918837,161666 310164 16978 416320 416270
2033516,104642 971866 96263 695980 38967
1967978,665563 234978 630984 347879 760809
1967977,341269 784954 780687 219845 812549
1967973,976463 990300 1389558 839962 724668
1918861,789980 1801435 950655 820686 359062
1918863,201136 555276 1091669 341280 873432
2033549,330277 212994 18610 37046 297538
1918851,814429 256113 896987 1778739 900948
1918904,234690 1464343 827166 1299094 846373
1918902,399255 1066338 730585 1583980 337376
2033584,1042815 269221 492501 857448 272995
1968046,9776 13297 4836 7429 6166
1968038,15696 285588 30002 48532 215988
1918884,5488 69376 600760 7699 26643
2033623,598667 150896 575163 403250 543631
1968084,41680 706666 711930 87600 54049
2033621,622377 1578552 1522773 1893311 622346
1968085,402055 318645 608268 373363 575761
2050003,176082 44209 451 497747 177764
1918926,4320 6738 15446 6378 25642
1918921,1133697 735467 335445 266100 258731
2066379,915340 844317 967274 915273 971416
2066377,894444 1217203 1217187 1031998 1328119
2033607,1075264 852061 1983484 351041 615053
2033606,165298 170930 95856 184003 199558
2033601,640648 950700 573594 402437 351232
1918973,729627 118771 479956 220037 481281
1918968,1780826 1781769 1788115 1014867 1044083
2066425,273796 202451 302002 220389 159083
1918970,1184819 1670043 833119 450370 518766
2066422,1885230 944812 1039788 860057 777855
2066421,419719 948447 1073666 994268 1084493
1918966,1787947 1788233 1492099 1788061 1356674
2066420,1054385 1079522 500100 537950 173076
1918961,499623 207376 1569970 1788013 1776209
2050034,1792522 26209 43217 122720 190727
1951731,448087 880680 331200 347891 214101
2066413,556074 450852 1860687 1271975 643164
1951720,443830 642201 708489 858106 1385581
2066408,1002271 799822 890015 1042028 889403
1951775,1022799 1022798 355911 497381 566828
1951769,717032 790383 1065716 819770 207252
1918997,654489 310500 972652 654507 1406385
2050070,784521 801130 807252 1715729 1931104
1918993,207491 198240 24196 98405 520227
2050067,1371412 391237 729642 662360 946637
1951753,528969 481345 212250 214746 17625
2050059,281541 584843 1916025 884456 304386
1951754,126912 449508 1476277 101621 283136
2066440,728987 705466 823500 356870 1511779
1918977,1248019 1302177 1525716 1791965 1201525
1918979,1861598 826254 284438 1860616 1483107
2066433,533451 162918 344192 903386 180408
1918978,392436 198322 156736 369654 190948
2033720,4401 1705976 594349 107892 1098582
2000948,1184624 1089540 1137797 342753 1019657
1951785,76768 1781769 1083458 1301271 422115
1951787,1470356 1230102 190581 941177 1317228
1951778,764489 1297248 1131364 422115 1261205
2033757,342965 378742 807119 824473 1234932
2050135,1700425 55024 1371622 450436 35240
2000980,361445 429879 563641 562521 238194
2050132,286196 716714 276992 736061 64279
1968208,275829 1378212 1186049 1756509 915061
1968206,57456 156417 88311 1860635 159322
1968204,1788315 841631 237926 307970 1788178
2050125,30801 163715 174355 404772 44836
1968202,68785 407959 35060 1257461 1432547
1968200,318422 316598 295766 517108 236902
1968201,698698 145811 116432 119792 54001
2050120,62720 220721 35160 45931 263551
2050119,1227680 702030 133894 208935 1373778
1951812,1078082 1815353 256261 399681 1601311
2050118,490742 535243 318247 598378 374945
2033730,152262 212903 136868 210932 136872
2001023,772633 731086 1132598 829684 1810819
2001014,109537 65072 285382 257360 726344
1968247,1857016 803434 1854971 1854836 1857622
1951862,1127217 1791882 1790296 1433185 1256887
1951858,344597 290482 899748 1775074 1700099
2050155,1336004 224931 94436 277186 282941
1951848,695631 295202 276211 49144 789685
2001001,252563 614602 526781 500722 471840
2001053,806204 571704 66784 714345 714713
2050203,61281 107475 205255 50500 911957
2001046,54435 83269 109205 309088 1275285
1968272,1815353 1814895 103189 171447 1001865
1968261,754697 772633 731100 636065 341471
2001027,1595032 1113953 1330310 478980 1288295
2033853,621145 289684 449685 1855049 143012
2033852,1229138 1668024 724473 1270128 970043
2033848,224 401 404 294 358
1968310,1598380 1588252 1066741 1679838 1478990
1951927,1387268 58691 87106 176887 15110
2033845,214800 954922 1626413 789241 571633
1968306,663579 879388 170550 808408 1339536
2033843,802860 251571 985822 844238 985821
1968307,712040 623242 23140 360833 232389
1951923,159522 104953 126329 167018 213227
2050222,802060 839821 1210161 572924 996362
1968301,402294 236327 535804 16022 1929274
1951913,12692 837641 265699 71881 1397103
2050219,131506 1297315 1800075 1547062 142371
1968297,750235 732490 771210 1720991 718444
1951909,123971 265671 265744 114436 128470
1951911,221331 70370 1334546 826299 1580050
2050213,185138 872431 1092262 1825197 943126
1951905,1400624 1345473 1525244 484172 530835
2050210,1871805 157942 740654 337923 1771603
1968289,1190336 950364 1876079 859787 1081591
2050256,232323 584649 1539060 609037 1186406
2033871,923135 999246 803822 1313174 1392486
2050255,444996 445186 787355 1828354 138507
2050252,1301683 306197 1317334 1525461 1784653
2050250,1138080 1129859 11682 780253 1465745
1951946,1429591 762655 1360673 1642975 607998
2033863,446583 545548 587196 238885 413185
2033861,778651 870909 1102785 992333 235072
2050245,1777209 1777256 709038 1777103 1226308
2033860,330277 212994 114757 452627 114756
2033859,188786 394790 1076066 135216 131456
2050242,1779898 1093489 226064 291783 790377
1968378,815864 742399 969400 211044 1042232
2033914,886221 886158 924778 1496625 1237386
2033912,286469 202151 617357 500578 398513
1919221,13648 113669 50245 1466817 64519
1968374,1012943 457014 477239 132944 78948
1968369,45904 24514 3011 406898 1797
2033903,1915725 1551351 1043593 172165 166824
1968367,846221 276869 633707 854056 846074
1968360,27236 109508 116393 90040 156395
1968354,317573 117795 195 317424 317425
1968355,133360 1983117 70370 395795 200891
1968414,273924 310488 342372 369818 378388
1968415,287268 480934 697432 479621 43028
2050333,1039742 755193 580828 730222 1183365
1968413,349813 427488 577839 655597 615649
1968403,294756 371509 815676 45345 681672
2001168,594441 454439 856876 704571 1018044
2050318,22672 32164 285392 26917 598524
2050316,509270 585418 91091 332289 84331
1968395,775131 350497 1261334 1087366 530382
2001163,663579 1263943 871465 310848 961291
1968390,261666 399559 143809 286275 42920
2001158,892015 32930 578700 778078 783404
1919238,155875 575338 244791 186260 169492
1968445,92423 241172 146117 165706 498381
1919287,434487 902030 252784 398418 31687
1968436,305108 1907980 392022 719260 232955
2050356,244099 175122 298965 307638 304371
2050354,1554711 138354 1868573 727449 1837496
1919282,36672 531483 313975 317056 480146
1919277,165458 247890 247889 718478 592301
1919279,502145 997125 1148458 884273 971746
2050345,286468 202146 259665 309410 500719
1968416,1235362 216003 190423 262020 1258650
1919325,305860 1513494 518070 1946270 1671309
1919317,1402581 1513494 33731 1671309 78761
2034004,1341029 317969 58326 14904 73112
2050383,144066 205137 213105 158353 241191
2033997,583128 230466 1244739 199890 220080
2033992,369236 1260198 266706 292898 170741
2033991,1497479 878108 1057874 782553 286273
1919300,1166321 1566036 1251136 333878 1174263
2050371,811436 1321110 1058674 1074994 1452356
1968511,1387105 367393 185268 579439 799237
2050427,320629 978236 445938 507233 101943
1919355,148192 199088 252752 124773 236871
1919345,999084 230512 983145 1382973 243099
1919341,1628250 125154 12724 76167 100343
2034029,45665 1514563 3972 55398 83335
1919342,1291139 1304434 1602458 8931 303424
2050412,438711 70147 1010429 177041 553195
2050410,5185 1327958 1837662 371 1242362
2001257,82945 28020 573384 573975 739260
2050408,193314 829599 1373761 829563 23498
1919389,415814 42081 415765 131799 89255
1919384,224402 311383 62836 76213 84902
2034074,36672 220711 220710 220709 664044
1968537,221139 721163 780874 619532 726028
2050445,1405381 431875 7813 992888 179850
1919369,228930 652187 416160 945816 937753
2050443,837836 862540 837837 1016667 731087
2001291,294103 589805 264177 31686 263059
2050437,866463 1402566 464434 393059 1650318
2001282,283140 621545 1769642 401172 1772083
2001281,865917 722683 934446 825727 774063
2034048,480502 259649 162871 411454 162872
1952191,81891 145648 142934 302912 551710
2050489,1618392 1332996 729913 466148 1493024
1952183,478679 541432 234819 339268 541948
2050485,348869 443878 32720 435991 210837
2001324,807020 868111 1711289 1725340 585870
2034093,1247170 372998 221415 123813 300337
2050473,384997 798509 111124 818180 424878
2050472,775611 92146 771053 196939 279821
2034082,636426 342833 20245 342832 689471
2001374,718314 281541 718318 1719740 834459
1968602,618413 47659 447389 718358 47660
2001370,231107 231109 43559 698877 717426
1968595,380725 1219539 75936 1419207 1111430
1919443,304917 1494482 1401356 990309 1651938
2050510,1012446 751631 1242343 809753 1505136
2050509,203170 518434 543684 33917 518585
2001357,1606088 376359 932746 1878936 264259
2034124,68003 1372577 1646703 1018390 1550702
2001355,1057 60898 62211 30743 739388
1952197,316998 1528818 409857 170554 8153
1952198,10132 7237 8215 9803 19867
1919425,430823 977407 816616 1036107 977178
1919427,1254576 626173 970347 492304 400447
1968638,636073 342263 717800 167297 1780995
2034175,316709 443956 729437 1672110 917529
2001402,1126208 724234 811341 1411719 731039
1968618,315748 999007 449764 998988 277889
2001432,96083 1760888 1548516 1352465 58583
